Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
minisforum singapore,minisforum singapore,Computers & Peripherals,Computers & Accessories,Computers & Accessories,Computers & Accessories
sadoer,sadoer,Home & Living,Beauty,Beauty,Beauty
smiski singapore,smiski singapore,Hobbies & Books,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
lululemon singapore online store,lululemon singapore online store,Sports & Outdoors,,,
trader joe's,trader joe's,Food & Beverages,Food & Beverages,Beauty & Personal Care,
wf-1000xm5,wf-1000xm5,Home & Living,Audio,Audio,Audio
glyprin,glyprin,Home & Living,Health & Wellness,,
hong thai inhaler,hong thai inhaler,Health & Wellness,Health & Wellness,,
larq,larq,Home & Living,Home & Living,Home & Living,
neuflo 90mg,neuflo 90mg,Health & Wellness,Health & Wellness,,
kurung pahang,kurung pahang,Women's Apparel,Women's Apparel,Women's Apparel,
shirataki rice,shirataki rice,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
shark hair dryer,shark hair dryer,Home Appliances,Beauty,Beauty,Home & Living
curry shoes,curry shoes,Sports & Outdoors,Men's Shoes,,
spy camera detector,spy camera detector,Mobile & Gadgets,Cameras & Drones,Mobile & Gadgets,
oppo reno 6 pro price in singapore,oppo reno 6 pro price in singapore,Mobile & Gadgets,,,
pixel 8a,pixel 8a,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cath kidston singapore,cath kidston singapore,Women's Bags,,Women Bags,
swag taiwan,swag taiwan,Others,,Men's Bags,
ee pants,ee pants,Women's Apparel,Sports & Outdoors,Kids Fashion,
oppo a18,oppo a18,Mobile & Gadgets,Mobile & Gadgets,,
hacipupu constellation,hacipupu constellation,Hobbies & Books,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
setia herba,setia herba,Health & Wellness,Health & Wellness,Health & Wellness,
heroero,heroero,Food & Beverages,,,
saholea,saholea,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
nixoderm singapore,nixoderm singapore,Health & Wellness,,,
teddy bear singapore,teddy bear singapore,"Toys, Kids & Babies","Toys, Kids & Babies",,
powerpac singapore,powerpac singapore,Home Appliances,Health & Wellness,,
tiong bahru cafe,tiong bahru cafe,Lifestyle,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
folding table singapore,folding table singapore,Home & Living,Home & Living,Home & Living,
wrapping+paper,wrapping+paper,Home & Living,Home & Living,,
luggage sale,luggage sale,Travel & Luggage,,Travel & Luggage,
treadmill singapore,treadmill singapore,Sports & Outdoors,Sports & Outdoors,,
vtech singapore,vtech singapore,"Toys, Kids & Babies",,,
lawn-mower,lawn-mower,Home & Living,Home & Living,Home & Living,Home & Living
waterpik singapore,waterpik singapore,Beauty & Personal Care,Beauty & Personal Care,,
altec-lansing,altec-lansing,Mobile & Gadgets,,,
lego,lego,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
aroma truffle,aroma truffle,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
digital photo frame singapore,digital photo frame singapore,Home & Living,,Cameras & Drones,
arena swimwear,arena swimwear,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
dish washing machine,dish washing machine,Home Appliances,Home & Living,Home & Living,
maxi cash,maxi cash,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories,
ice pack singapore,ice pack singapore,Home & Living,,Home & Living,
ddr3 ram,ddr3 ram,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals
hulu singapore,hulu singapore,"Dining, Travel & Services",Computers & Peripherals,,
playpen,playpen,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
smart tv,smart tv,Home Appliances,Home Appliances,Home Appliances,
follow-me,follow-me,Beauty & Personal Care,,Beauty & Personal Care,
pokemon toys singapore,pokemon toys singapore,Hobbies & Books,Hobbies & Books,Hobbies & Books,
gadget hub,gadget hub,Mobile & Gadgets,Mobile & Gadgets,,
samyang,samyang,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
funky creations,funky creations,Mobile & Gadgets,Home & Living,Home & Living,
coway singapore,coway singapore,Home Appliances,,Home & Living,
bedside table,bedside table,Home & Living,Home & Living,Home & Living,
rockport,rockport,Men's Shoes,Men's Shoes,Men's Shoes,
dyson hair dryer promotion,dyson hair dryer promotion,Home Appliances,Beauty & Personal Care,,
travel cooker,travel cooker,Home Appliances,Home Appliances,Home Appliances,
teddy bears,teddy bears,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
blood sugar test kit,blood sugar test kit,Health & Wellness,Health & Wellness,Health & Wellness,
laptop hard disk,laptop hard disk,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
go jek promo,go jek promo,"Dining, Travel & Services",,Men's Bags,
iqos singapore,iqos singapore,Others,,,
unicycle singapore,unicycle singapore,Sports & Outdoors,Sports & Outdoors,"Tickets, Vouchers & Services","Tickets, Vouchers & Services"
swatch+watch,swatch+watch,Watches,,Watches,
freezer,freezer,Home Appliances,Home Appliances,Home Appliances,
power drill,power drill,Home Appliances,Home Appliances,Home Appliances,
clothes hanger rack,clothes hanger rack,Home & Living,Home & Living,Home & Living,
iphone 11,iphone 11,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
wiresto true wireless earbuds,wiresto true wireless earbuds,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
emo bag vs goyard,emo bag vs goyard,Women's Bags,,,
yummi house,yummi house,Food & Beverages,Food & Beverages,,
snorlax ezlink charm,snorlax ezlink charm,Hobbies & Books,Hobbies & Books,Women's Bags,
doterra singapore,doterra singapore,Beauty & Personal Care,Home & Living,,
lifebuoy hand sanitizer,lifebuoy hand sanitizer,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
oneplus 8,oneplus 8,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
bose singapore,bose singapore,Mobile & Gadgets,Mobile & Gadgets,,
electric grill singapore,electric grill singapore,Home Appliances,Home Appliances,Home Appliances,
sushadi,sushadi,Food & Beverages,,Beauty & Personal Care,
singo edan,singo edan,Men's Bags,Men's Wear,Men's Wear,
baking tools singapore,baking tools singapore,Home & Living,,Home & Living,
temperature scanner,temperature scanner,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
surgical mask,surgical mask,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
asus rt-ac1200g+ price singapore,asus rt-ac1200g+ price singapore,Computers & Peripherals,,,
zoff,zoff,Jewellery & Accessories,Men's Wear,,
rabbit cage,rabbit cage,Pet Food & Supplies,Pet Food & Supplies,Pet Food & Supplies,
bridal shoes singapore,bridal shoes singapore,Women's Shoes,Women Shoes,Women Shoes,Women Shoes
happy call wok,happy call wok,Home & Living,Home & Living,Home & Living,
seller own fleet,seller own fleet,Platform Terms (Lazada / Shopee),"Dining, Travel & Services",,
nike go flyease,nike go flyease,Sports & Outdoors,Women's Shoes,,
lulu lemon,lulu lemon,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
dr martens,dr martens,Men's Shoes,Men's Shoes,Men's Shoes,
1010 sale,1010 sale,Platform Terms (Lazada / Shopee),Home & Living,,
sunset lamp,sunset lamp,Home & Living,Home & Living,Home & Living,
doctor martens,doctor martens,Men's Shoes,Men's Shoes,,
mi band 6,mi band 6,Mobile & Gadgets,Watches,Mobile & Gadgets,
muc off singapore,muc off singapore,Sports & Outdoors,,Automotive,
kids gps watch,kids gps watch,Kids Fashion,Mobile & Gadgets,Mobile & Gadgets,
acrylic display stand,acrylic display stand,Home & Living,Home & Living,Miscellaneous,
foot file,foot file,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
realme 7 5g,realme 7 5g,Mobile & Gadgets,Mobile & Gadgets,Computers & Peripherals,
grow lights,grow lights,Home & Living,Home & Living,Home & Living,
gas stove,gas stove,Home Appliances,Home & Living,Home Appliances,Home Appliances
9seafood,9seafood,Food & Beverages,Food & Beverages,,
ipad pencil,ipad pencil,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
modern cheongsam singapore,modern cheongsam singapore,Women's Apparel,Women Clothes,Women Clothes,Women Clothes
scanpans,scanpans,Home & Living,Home & Living,Home & Living,
bidget toilet,bidget toilet,Home & Living,,Home & Living,
pernod ricard singapore,pernod ricard singapore,Food & Beverages,Food & Beverages,,
fitlion sg,fitlion sg,Sports & Outdoors,,Sports & Outdoors,
sauna suits,sauna suits,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
crab cracker,crab cracker,Food & Beverages,Home & Living,Home & Living,Home & Living
l homme prada,l homme prada,Beauty & Personal Care,Beauty & Personal Care,,
lornajane sg,lornajane sg,Women's Apparel,,,
top chinese drama 2021,top chinese drama 2021,Lifestyle,,,
keycaps singapore,keycaps singapore,Computers & Peripherals,Computers & Peripherals,,
shoe bench singapore,shoe bench singapore,Home & Living,Home & Living,,
advl,advl,Women's Apparel,Men's Wear,Men's Wear,
cockroach trap,cockroach trap,Home & Living,Home & Living,Home & Living,Home & Living
rifle bike,rifle bike,Sports & Outdoors,Sports & Outdoors,,
stainless steel rack,stainless steel rack,Home & Living,Home & Living,Home & Living,
drawing paper,drawing paper,Home & Living,Home & Living,Home & Living,Home & Living
newby,newby,Food & Beverages,Beauty & Personal Care,,
samsung ultra s21,samsung ultra s21,Mobile & Gadgets,Mobile & Gadgets,,
umbrella with stand,umbrella with stand,Home & Living,Home & Living,,
hari raya decorations,hari raya decorations,Home & Living,Home & Living,Home & Living,
nixon singapore,nixon singapore,Men's Bags,,,
sugary kneads,sugary kneads,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
riedel singapore,riedel singapore,Home & Living,Home & Living,Home & Living,Home & Living
bovem,bovem,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
mk singapore,mk singapore,Women's Bags,,Computers & Peripherals,
bimbaylola,bimbaylola,Women's Bags,Women's Bags,,
printer shop,printer shop,Computers & Peripherals,,Computers & Peripherals,
poppers singapore,poppers singapore,Others,Health & Wellness,,
hair recipe,hair recipe,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
microwave rack,microwave rack,Home & Living,Home & Living,Home & Living,Home & Living
kitchenaid hand mixer,kitchenaid hand mixer,Home Appliances,Home Appliances,Home Appliances,Home Appliances
liverpool jersey 21 22,liverpool jersey 21 22,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
hoka sg,hoka sg,Sports & Outdoors,Men's Shoes,,
switch mk,switch mk,Home & Living,Home Appliances,Mobile & Gadgets,
sarasa pen refill,sarasa pen refill,Home & Living,Home & Living,Home & Living,
atelier rebul singapore,atelier rebul singapore,Beauty & Personal Care,,,
small power bank,small power bank,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
mistral rice cooker,mistral rice cooker,Home Appliances,Home Appliances,Home Appliances,Home Appliances
shopping trolley bag,shopping trolley bag,Home & Living,Home & Living,Home & Living,
oneplus 9 pro,oneplus 9 pro,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
valorant points price singapore,valorant points price singapore,"Dining, Travel & Services",,,
suzuka robot vacuum,suzuka robot vacuum,Home Appliances,Home Appliances,Home Appliances,
garmin vivoactive 3,garmin vivoactive 3,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
reed diffuser singapore,reed diffuser singapore,Home & Living,,Home & Living,
xiaomi water dispenser,xiaomi water dispenser,Home Appliances,Home Appliances,Home Appliances,
korean variety,korean variety,Lifestyle,Food & Beverages,Jewellery & Accessories,
ceiling mounted clothes drying rack singapore,ceiling mounted clothes drying rack singapore,Home & Living,,,
lululemon singapore online,lululemon singapore online,Sports & Outdoors,,,
neck hammock,neck hammock,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
house warming gift singapore,house warming gift singapore,Home & Living,Home & Living,Home & Living,Home & Living
izone,izone,Hobbies & Books,Hobbies & Books,Hobbies & Books,
roborock singapore,roborock singapore,Home Appliances,Home Appliances,,
personalized gifts singapore,personalized gifts singapore,Home & Living,Home & Living,Books & Magazines,Books & Magazines
dresstanza,dresstanza,Women's Apparel,Women's Apparel,,
electric heaters,electric heaters,Home Appliances,Home Appliances,Home Appliances,
hotteok singapore,hotteok singapore,Food & Beverages,,,
omuboro,omuboro,Beauty & Personal Care,Health & Wellness,Health & Wellness,
mooments,mooments,"Dining, Travel & Services",,Watches,
baseus,baseus,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
moto g4 plus singapore,moto g4 plus singapore,Mobile & Gadgets,,,
mask strap,mask strap,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories
pumpkin patch singapore,pumpkin patch singapore,Kids Fashion,,,
teachers day,teachers day,Lifestyle,Home & Living,,
stargek,stargek,Hobbies & Books,Hobbies & Books,Hobbies & Books,
whiskdom,whiskdom,Food & Beverages,,Food & Beverages,
ceiling fan with light singapore,ceiling fan with light singapore,Home Appliances,,Home Appliances,
headphone stand,headphone stand,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
myprotein singapore,myprotein singapore,Health & Wellness,,Sports & Outdoors,
forment,forment,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
systema sonic toothbrush review,systema sonic toothbrush review,Beauty & Personal Care,,,
boric acid singapore,boric acid singapore,Home & Living,,Health & Wellness,
mahjong sets,mahjong sets,Hobbies & Books,Hobbies & Books,Hobbies & Books,
moving peach,moving peach,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
cavilla eyelash serum,cavilla eyelash serum,Beauty & Personal Care,Beauty & Personal Care,,
curlers,curlers,Home Appliances,Beauty & Personal Care,Beauty & Personal Care,
foldable sofa bed,foldable sofa bed,Home & Living,Home & Living,Home & Living,
cat condo,cat condo,Pet Food & Supplies,Pet Food & Supplies,Pet Food & Supplies,Pet Food & Supplies
camping tent singapore,camping tent singapore,Sports & Outdoors,Sports & Outdoors,,
moving box,moving box,Home & Living,Home & Living,Home & Living,Home & Living
perfect one,perfect one,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
nizoral shampoo singapore,nizoral shampoo singapore,Beauty & Personal Care,,,
sunnyhills,sunnyhills,Food & Beverages,Food & Beverages,,
flower pot,flower pot,Home & Living,Home & Living,Home & Living,Home & Living
shoes box,shoes box,Home & Living,Home & Living,Home & Living,Men's Shoes
alexiz,alexiz,Women's Apparel,Women's Apparel,Women's Apparel,
singapore ps5,singapore ps5,Video Games,Video Games,Video Games,
bedding affairs,bedding affairs,Home & Living,Home & Living,,
grabmart,grabmart,"Dining, Travel & Services","Dining, Travel & Services","Dining, Travel & Services",
pastry mart,pastry mart,Food & Beverages,Food & Beverages,,
bicycle brake pads,bicycle brake pads,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
car polisher,car polisher,Automotive,Automotive,Automotive,
bakers and bakes,bakers and bakes,Food & Beverages,Home & Living,Food & Beverages,
thomson cafe,thomson cafe,Lifestyle,,,
ring light,ring light,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
bra extender,bra extender,Women's Apparel,Women's Apparel,Women's Apparel,Women's Apparel
jw pei,jw pei,Women's Bags,Women's Bags,Women's Bags,
childrens bookshelf,childrens bookshelf,Home & Living,,Home & Living,
clothes dryer machine,clothes dryer machine,Home Appliances,Home Appliances,Home Appliances,
oil spray bottle,oil spray bottle,Home & Living,Home & Living,Home & Living,Home & Living
