Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
蘋果12,iPhone 12,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
像框,picture frame,居家生活,Home & Living,Home & Living,
冰花,ice flower,居家生活,Home & Living,Women Accessories,
細菌 人,bacteria people,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
牛蒡 茶,burdock tea,美食、伴手禮,Food & Beverages,,
本田 岬,honda cape,娛樂、收藏,Everything Else,Everything Else,
vga,vga,3C與筆電,Hardware & 3C,Hardware & 3C,
costco牛肉,costco beef,美食、伴手禮,Food & Beverages,Food & Beverages,
海底撈自煮火鍋,Haidilao homemade hotpot,美食、伴手禮,,Health & Beauty,
立柱,Column,居家生活,Everything Else,Everything Else,
kate粉底液,kate liquid foundation,美妝保健,Health & Beauty,Health & Beauty,
fair lady,fair lady,男女鞋,Women Shoes,Women Shoes,
嬰兒 乳液,baby lotion,嬰幼童與母親,Mother & Baby,Mother & Baby,
亞麻綠,linen green,美妝保健,Health & Beauty,Health & Beauty,
李國毅,Li Guoyi,娛樂、收藏,Life & Entertainment,Life & Entertainment,
夢乃 愛華,Yumeno Aihua,其他類別,Health,Hobbies & Collections,Hobbies & Collections
valextra,valextra,女生包包/精品,Women Bags,Women Bags,
星巴克 優惠,Starbucks Offers,Others,Home & Living,Home & Living,
團購 美食,Group purchase food,美食、伴手禮,Food & Beverages,Food & Beverages,
簡約質感桌布,Simple texture tablecloth,手機平板與周邊,Home & Living,Home & Living,Sports & Outdoors
可愛 角落 生物,cute corner creature,娛樂、收藏,,,
西瓜 汁,watermelon juice,美食、伴手禮,Home & Living,Food & Beverages,
venchi 巧克力,venchi chocolate,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
aprilskin,aprilskin,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
鈴鐺,bell,居家生活,Home & Living,Home & Living,Home & Living
背包 推薦,Backpack recommended,女生包包/精品,Women Bags,,
neom 蠟燭,neom candle,美妝保健,Home & Living,Home & Living,Home & Living
zebra 螢光筆,zebra highlighter pen,居家生活,Home & Living,Home & Living,Home & Living
celine皮夾,celine wallet,女生包包/精品,Women Bags,Women Bags,
金條,bullion,娛樂、收藏,Life & Entertainment,Life & Entertainment,
體育 用品,Sports goods,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Men Clothes
surface go2,surface go2,3C與筆電,Hardware & 3C,Hardware & 3C,
johren,johren,服務、票券,Game Kingdom,,
pingu,pingu,嬰幼童與母親,Life & Entertainment,Life & Entertainment,Life & Entertainment
uniqman,uniqman,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
櫻桃禮盒,Cherry gift box,美食、伴手禮,Home & Living,Food & Beverages,
尿布垃圾桶,Diaper trash can,居家生活,Home & Living,Home & Living,
一風堂,Ippudo,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
hotmail 信箱,hotmail mailbox,服務、票券,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
黃牌 駕照,yellow card driver's license,汽機車零件百貨,,,
高雄蝦皮店到店,Shopee store in Kaohsiung,居家生活,Women Clothes,Fashion Accessories,Fashion Accessories
南瓜燈,pumpkin lantern,居家生活,Home & Living,Everything Else,
楊桃汁,carambola juice,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
宏裕行,Hong Yu Hong,美食、伴手禮,Food & Beverages,Food & Beverages,
鋁製伸縮桿,Aluminum telescopic pole,居家生活,Home & Living,Sports & Outdoors,
i14 pro,i14 pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Health
枇杷膏,loquat paste,美妝保健,Food & Beverages,Food & Beverages,
燒酒螺,Shochu snails,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
寵物蛋糕,pet cake,寵物,Pets,Pets,Pets
魚酥,fish cake,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
金愛兒樂,Golden Airle,嬰幼童與母親,,Mother & Baby,
蝦皮理貨中心到門市要多久,How long does it take to get from Shopee Tally Center to the store?,Platform Terms ( Shopee / Momo),,,
panasonic 洗碗機,panasonic dishwasher,家電影音,Home Electronic,Home Electronic,
eminent,eminent,居家生活,Sports & Outdoors,,
法朵,Fado,女生衣著,Women's Apparel,Women's Apparel,
小米甜甜圈,Xiaomi Donuts,美食、伴手禮,Mobile & Gadgets,Food & Beverages,
喜番屋,Kibanya,男生包包與配件,Women Bags,Women Bags,
毛線編織,wool knitting,居家生活,Home & Living,Home & Living,
迪士尼門票,disney tickets,服務、票券,,Tickets & Services,
陳爸蛋捲,Papa Chen’s egg rolls,美食、伴手禮,Food & Beverages,Food & Beverages,
one boy官網,one boy official website,女生衣著,Sports & Outdoors,,
哈利波特魔杖,harry potter wand,娛樂、收藏,Life & Entertainment,Life & Entertainment,Everything Else
機車後行李箱,motorcycle rear luggage,汽機車零件百貨,Motors,Motors,
black hammer,black hammer,居家生活,Home & Living,Home & Living,Home & Living
maxim咖啡,maxim coffee,美食、伴手禮,Food & Beverages,Food & Beverages,
曼巴,Mamba,汽機車零件百貨,Food & Beverages,Food & Beverages,
枕好睡 ptt,Have a good sleep ptt,居家生活,,,
蘋果14,iphone 14,手機平板與周邊,Hardware & 3C,,
安妮亞,Aniya,娛樂、收藏,,Life & Entertainment,
信義新光三越週年慶,Xinyi Shin Kong Mitsukoshi Anniversary,Others,,,
ahc 神仙水,ahc fairy water,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
巴黎世家衣服,Balenciaga clothes,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
exq,exq,娛樂、收藏,Life & Entertainment,Life & Entertainment,
台南新天地週年慶,Tainan Xintiandi Anniversary,Others,,,
不沾鍋 清洗,Non-stick pan cleaning,居家生活,Home & Living,Home & Living,
迅雷 帳號,Thunder account,服務、票券,Tickets & Services,Tickets & Services,
lv後背包,lv backpack,女生包包/精品,Women Bags,Women Bags,Men's Bags& Accessories
電子手帳,Electronic account,居家生活,Home & Living,Home & Living,
愛在空氣中小說,love in the air novel,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
cityboy,cityboy,男生衣著,Men's Apparel,Men's Apparel,
中性洗衣精,Neutral laundry detergent,居家生活,Home & Living,Home & Living,
惡靈古堡2 重製版,The Castle of Evil 2 Remastered Edition,遊戲王,Game Kingdom,Game Kingdom,
蝦皮貨物查詢,Shopee cargo inquiry,Platform Terms ( Shopee / Momo),Home & Living,Home & Living,Home & Living
ds918+,ds918+,3C與筆電,Hardware & 3C,,
飲料袋,drink bag,居家生活,Home & Living,Home & Living,Home & Living
白北魚,white northern fish,美食、伴手禮,Food & Beverages,Food & Beverages,
opure a1,opure a1,家電影音,Home Electronic,Home Electronic,
電熱毛巾架,electric towel rack,居家生活,Home & Living,Home & Living,Home & Living
鈦吸管,titanium straw,居家生活,Home & Living,Home & Living,Home & Living
airpods pro3,airpods pro3,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
兒童 外套,children's coat,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
alzipmat地墊,alzipmat floor mat,居家生活,Mother & Baby,Mother & Baby,
se3,se3,手機平板與周邊,Sports & Outdoors,,
osim 按摩椅,osim massage chair,家電影音,Home Electronic,Home Electronic,
dhc維他命c粉,dhc vitamin c powder,美妝保健,Health & Beauty,Everything Else,
三星 s22 ultra,Samsung s22 ultra,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
nokia g60,nokia g60,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Audio
耳機 擴大 機,headphone amplifier,手機平板與周邊,,,
潤月給父母添壽,Runyue brings longevity to parents,Others,,,
solac,solac,家電影音,Home Electronic,Home Electronic,Home Electronic
虎皮鸚鵡價格,Budgie price,寵物,Pets,Pets,
m-atx,m-atx,3C與筆電,Hardware & 3C,Hardware & 3C,
金莎花束,Ferrero Rocher Bouquet,居家生活,Everything Else,Everything Else,
蝦皮門市營業時間,Shopee store opening hours,Platform Terms ( Shopee / Momo),Home & Living,Stationery,Stationery
製冷晶片,Cooling chip,家電影音,Hardware & 3C,Hardware & 3C,
十三香,thirteen incense,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
商用電磁爐,Commercial induction cooker,家電影音,Home Electronic,Home Electronic,
莫札特巧克力,Mozart chocolate,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
筆電貼紙,laptop stickers,居家生活,Everything Else,Everything Else,
香蕉水,Banana water,美食、伴手禮,Home & Living,Home & Living,
gucci官網,gucci official website,女生包包/精品,Women Accessories,,
fiddle 115,fiddle 115,汽機車零件百貨,Motors,Motors,Motors
飛隼輪胎,Feifan tires,汽機車零件百貨,Motors,Motors,
亞瑟士安全鞋,asics safety shoes,男女鞋,Men Shoes,Men Shoes,Men Shoes
panasonic 電風扇,panasonic electric fan,家電影音,Home Electronic,Home Electronic,
estée lauder,estée lauder,美妝保健,Health & Beauty,Health & Beauty,
超聲波清洗機,Ultrasonic cleaning machine,家電影音,Home & Living,Home & Living,Home & Living
除塵蟎,Get rid of dust mites,居家生活,Home & Living,Home Electronic,
三菱電機,Mitsubishi Electric,家電影音,,Sports & Outdoors,
橫須賀 外套,Yokosuka jacket,女生衣著,Men's Apparel,Men's Apparel,
ps4 外接ssd,ps4 external ssd,遊戲王,Hardware & 3C,Hardware & 3C,Hardware & 3C
好好接話,Answer the call well,書籍及文創商品,Books,Books,
taiwan lottery result 539,taiwan lottery result 539,Others,,,
2023中鋼股東會紀念品,2023 Sinosteel Shareholders Meeting Souvenirs,Others,Sports & Outdoors,Sports & Outdoors,Home & Living
帕恰狗,Pacha dog,娛樂、收藏,Life & Entertainment,Life & Entertainment,Home & Living
eaoron,eaoron,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
htc u23 pro,htc u23 pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
電磁接觸器,Electromagnetic contactor,家電影音,Home & Living,Home & Living,
歐姬兒,Ogier,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
mini gt,mini gt,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
大陸插頭,mainland plug,美食、伴手禮,Mobile & Gadgets,Hardware & 3C,
灌籃高手電影版,Slam Dunk movie version,娛樂、收藏,Life & Entertainment,,
mcqueen小白鞋,mcqueen white shoes,男女鞋,Shoes,Shoes,
saborino早安面膜,saborino good morning mask,美妝保健,Health & Beauty,Health & Beauty,
和聯冷氣,Helian Air Conditioning,家電影音,Home Electronic,Home Electronic,
abc cooking,abc cooking,服務、票券,Home & Living,Home & Living,
眼唇卸妝液,eye and lip makeup remover,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
薏仁化妝水,barley lotion,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
文書筆電,clerical laptop,3C與筆電,Hardware & 3C,Hardware & 3C,
百合 h,lily h,其他類別,Home & Living,Books & Magazines,
adidas superstar,adidas superstar,男女鞋,Women Shoes,Women Shoes,
古寶,ancient treasure,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
樂高行李箱,lego suitcase,戶外與運動用品,Sports & Outdoors,,
吳寶春蛋黃酥,Wu Baochun egg yolk cake,美食、伴手禮,Food & Beverages,Food & Beverages,
佛心果,Buddha Heart Fruit,娛樂、收藏,Food & Beverages,Life & Entertainment,
小型發電機,small generator,居家生活,Home & Living,Home & Living,
labo labo,labo labo,美妝保健,Health & Beauty,Health & Beauty,
ps3,ps3,遊戲王,Game Kingdom,Game Kingdom,
nvme ssd,nvme ssd,3C與筆電,Hardware & 3C,Hardware & 3C,
黑曜石手鍊,obsidian bracelet,女生配件,Life & Entertainment,Life & Entertainment,Life & Entertainment
平鎮 iphome手機維修,Pingzhen iphome mobile phone repair,服務、票券,,,
原來是洋蔥,It turns out to be an onion,美食、伴手禮,Food & Beverages,,
鄭瑄茉,Zheng Xuanmo,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
momo網頁版,momo web version,Platform Terms ( Shopee / Momo),,,
momo限時搶購,momo limited time sale,Platform Terms ( Shopee / Momo),Women Clothes,Women Clothes,Women Clothes
dji mini 4 pro,dji mini 4 pro,3C與筆電,Cameras & Drones,Cameras & Drones,Cameras & Drones
anillo,anillo,美妝保健,Health & Beauty,Health & Beauty,
surface pro 10,surface pro 10,手機平板與周邊,Men Bags,Women Bags,Women Bags
tenorshare,tenorshare,手機平板與周邊,Hardware & 3C,,
萬巒豬腳推薦,Wanluan pig's feet recommended,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
紙皮核桃,paper walnut,美食、伴手禮,Food & Beverages,Food & Beverages,
手標泰式奶茶,Hand labeled Thai milk tea,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
壽生錢,longevity makes money,居家生活,Life & Entertainment,Life & Entertainment,
東元小鮮綠,TECO small bright green,家電影音,Home Electronic,Home Electronic,
roma gt,roma gt,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
寵物柵欄,pet fence,寵物,Pets,Pets,Pets
抗藍光保護貼,Anti blue light protector,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
豪記水餃,Haoji Dumplings,美食、伴手禮,Food & Beverages,Food & Beverages,
粽葉哪裡買,Where to buy rice dumpling leaves,美食、伴手禮,Food & Beverages,Home & Living,
隔壁班的阿志,Azhi from the next class,寵物,Hobbies & Collections,Home & Living,Home & Living
白美球,Baimeiqiu,美妝保健,Hobbies & Collections,Beauty,Sports & Outdoors
samba adidas,samba adidas,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
r20 4代,r20 4th generation,其他類別,Everything Else,Everything Else,
頸掛式風扇,neck-mounted fan,戶外與運動用品,Home Electronic,Home Electronic,
ergohuman,ergohuman,居家生活,Home & Living,Home & Living,
腰帶,belt,女生配件,Men's Bags& Accessories,Women Accessories,Women Accessories
jlab 耳機,jlab headphones,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
桃乃木,Momonogi,其他類別,Life & Entertainment,Life & Entertainment,
宮侑,Gong Yoo,娛樂、收藏,Life & Entertainment,Life & Entertainment,
浮板,floating board,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
濃韻烏龍茶,Rich oolong tea,美食、伴手禮,Food & Beverages,Food & Beverages,
風倍清防霉,Fengbeiqing anti-mildew,居家生活,Home & Living,Home & Living,Home & Living
鹹檸七,Xian Ning Qi,美食、伴手禮,Food & Beverages,Food & Beverages,
生麗,Healthy,美妝保健,Health & Beauty,Health & Beauty,
pokemon go 飛人,pokemon go flying man,遊戲王,Game Kingdom,Game Kingdom,
音樂棒棒糖,music lollipop,美食、伴手禮,Life & Entertainment,Food & Beverages,
藍黑色,blue black,美妝保健,Health & Beauty,Health & Beauty,
大象褲,elephant pants,女生衣著,Men's Apparel,Men's Apparel,
歡迎回到三達里,Welcome back to Sandali,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Books & Magazines
山竹哪裡買,Where to buy mangosteen,美食、伴手禮,,,
123,123,居家生活,Mother & Baby,Home & Living,
1tb 硬碟,1TB hard drive,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
43吋電視,43 inch TV,家電影音,Home Electronic,Home Electronic,
aftershokz,aftershokz,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
andisk,andisk,3C與筆電,Hardware & 3C,,
apple,apple,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
camper,camper,男女鞋,Men Shoes,Men Shoes,Men Shoes
cca c16,cca c16,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
crest 牙膏,crest toothpaste,美妝保健,Home & Living,Home & Living,Home & Living
e27,e27,居家生活,Home & Living,Home & Living,Home & Living
gopro,gopro,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
hario v60,hario v60,居家生活,Home & Living,Home & Living,Home & Living
htc u12,htc u12,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
i5-10210u,i5-10210u,3C與筆電,Hardware & 3C,,
innisfree 蜜粉,innisfree powder,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
led燈泡,led light bulb,居家生活,Home & Living,Home & Living,Home & Living
make up forever,make up forever,美妝保健,Health & Beauty,Health & Beauty,
mate 30,mate 30,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
mp3轉換器,mp3 converter,家電影音,Hardware & 3C,,
note8,note8,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
oculus,oculus,3C與筆電,Hardware & 3C,Hardware & 3C,
pi network,pi network,服務、票券,Everything Else,Everything Else,
play home,play home,遊戲王,Mobile & Gadgets,,
rimowa行李箱,rimowa luggage,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
roxy,roxy,戶外與運動用品,Women's Apparel,Women's Apparel,Women's Apparel
rs taichi,rs taichi,汽機車零件百貨,Motors,Motors,
rtx,rtx,3C與筆電,Hardware & 3C,Hardware & 3C,
rx 570,rx 570,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
s7,s7,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
shoei,shoei,汽機車零件百貨,Motors,Motors,
sony xperia,sony xperia,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
spigen,Spigen,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
switch 主機,switch host,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
switch 預購,switch pre-order,遊戲王,Game Kingdom,Game Kingdom,
tiffany&co,tiffany&co,女生配件,Women Accessories,Women Accessories,
