Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
closet armables,buildable closet,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
jabon neutro,neutral soap,Hogar y Vida,Home & Living,Pets,Pets,
butacas,seats,Accesorios para Vehículos,Home & Living,,,
lotox,lotox,Salud,Home & Living,Home & Living,Home & Living,Home & Living
hilo curado,cured thread,Belleza,Home & Living,,,
zapatos de cueca,cueca shoes,Calzado de Mujer,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
tramontina,Tramontine,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
zapatillas coach,coach sneakers,Calzado de Hombre,Men Shoes,Women Shoes,Women Shoes,
cafe juan valdez precio,juan valdez coffee price,Alimentos y Bebidas,,,,
zapatillas tn,tn sneakers,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
liquidacion gacel,gazelle liquidation,Calzado de Mujer,,,,
lonchera electrica portatil,portable electric lunch box,Electrodomésticos,Home & Living,Home & Living,,
chicoco,chicoco,Hogar y Vida,,,,
kit grabado de patentes en vidrios,patent engraving kit on glass,Hogar y Vida,,,,
panoxyl,panoxyl,Hogar y Vida,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
play 2 precio,play 2 price,Videojuegos,,,,
mercadilibre,freemarket,Platform Terms (Mercado/Shopee),,,,Platform Terms (Lazada / Shopee)
chaqueta cotele hombre,men's cotele jacket,Ropa de Hombre,Women Clothes,Men Clothes,Sports & Outdoors,
botas de goma hombre,men's rubber boots,Calzado de Hombre,Men Shoes,Men Shoes,,
tablas para picoteo,snack boards,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
redmi note 12 pro,redmi note 12 pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
sukuna,sukuna,Juguetes y Hobbies,Mobile & Gadgets,-,,
carretes de volantin,kite reels,Juguetes y Hobbies,Watches,Watches,Watches,
galaxy note 20,galaxy note 20,Celulares y Gadgets,Mobile & Gadgets,,,
s24 ultra,s24 ultra,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Men Shoes,
valentino coral fantasy,Valentino Coral Fantasy,Hogar y Vida,,,,
vivo y22s,i live y22s,Celulares y Gadgets,,Mobile & Gadgets,,
pareos pascuenses,Easter sarongs,Ropa de Mujer,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
donde vender billetes antiguos chilenos,where to sell old chilean banknotes,Others,,,,
poleron bape,bape sweatshirt,Ropa de Hombre,Men Clothes,,,
calendario 2022 chile,2022 calendar chile,Papelería,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
tendedero de ropa,clothesline,Hogar y Vida,Home & Living,Toys & Hobbies,,
shower door,shower door,Hogar y Vida,,Home & Living,,
cinta doble contacto,double contact tape,Papelería,Beauty,Home & Living,,
veladores baratos,cheap nightstands,Hogar y Vida,,,,
control ps4,ps4 controller,Videojuegos,Mobile & Gadgets,Video Games,,
serrucho electrico,electric saw,Hogar y Vida,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
estufas a parafina,paraffin stoves,Electrodomésticos,Audio,Audio,Audio,
huggy buggy,huggy buggy,Madre y Bebé,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion,
sierra circular inalambrica,cordless circular saw,Hogar y Vida,Home & Living,,,
cuentas netflix,netflix accounts,Electrónica,Home & Living,Home & Living,Home & Living,Home & Living
ipad air,ipad air,Celulares y Gadgets,Computing,Computing,,
ps3,ps3,Videojuegos,Video Games,Video Games,,
abrigo hombre,men's coat,Ropa de Hombre,Men Clothes,Men Clothes,,
toldo vela,sail awning,Hogar y Vida,Home & Living,Mobile & Gadgets,,
sillas plegables,folding chairs,Deportes y Fitness,Home & Living,Home & Living,,
chaqueta cuero hombre,men's leather jacket,Ropa de Hombre,Men Clothes,Men Clothes,,
vaporera,steamer,Electrodomésticos,Vehicle Accessories,,,
full track,full track,Accesorios para Vehículos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
nanobotox,nanobotox,Belleza,,,,
play 3 precio,play 3 price,Videojuegos,Audio,Automobiles,Automobiles,
cango,kangaroo,Hogar y Vida,Men Clothes,Men Clothes,Men Clothes,Men's Wear
play 2,play 2,Videojuegos,,Computing,,
silla plegable,folding chair,Deportes y Fitness,Sports & Fitness,,,
cajas de carton por mayor,wholesale cardboard boxes,Papelería,Jewelry & Watches,Home & Living,,
guitar hero,guitar hero,Electrónica,Stationery,,,
pistola silicona,silicone gun,Hogar y Vida,Computing,-,,
cajonera escritorio,desk drawer,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
invizimals,invizimals,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
luces led h4,h4 led lights,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
gps para auto,car gps,Accesorios para Vehículos,Vehicle Accessories,,,
luces de fiesta,party lights,Electrónica,Home & Living,Home & Living,,
pistolas nerf fortnite,nerf guns fortnite,Juguetes y Hobbies,Mom & Baby,Hobbies & Collections,Hobbies & Collections,
toldos 3x3,3x3 awnings,Hogar y Vida,Home & Living,,,
coche hermano mayor,big brother car,Madre y Bebé,Automobiles,Automobiles,Automobiles,Automotive
super tips,super tips,Papelería,Toys & Hobbies,,,
monitor,monitor,Computación,,Mobile & Gadgets,,
corta corriente a distancia,cut current from a distance,Accesorios para Vehículos,Stationery,Home & Living,Home & Living,
cotona blanca,white cottonmouth,Ropa de Hombre,Home & Living,Home & Living,Home & Living,Home & Living
radio reloj,clock radio,Hogar y Vida,Home & Living,Home & Living,,
piedra alumbre,alum stone,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
sofa cama de espuma,foam sofa bed,Hogar y Vida,Home & Living,Pets,Pets,
cable usb tipo c,usb type c cable,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
maquina estampadora de poleras,t-shirt printing machine,Papelería,,,,
mascarillas kf94,kf94 masks,Salud,Home & Living,Fashion Accessories,,
maquina arcade chile,arcade machine chile,Videojuegos,,,,
lampara led,led lamp,Accesorios para Vehículos,Home & Living,Home & Living,,
cinta de embalaje,packing tape,Papelería,Home & Living,Stationery,,
manga kimetsu no yaiba chile,kimetsu no yaiba manga chile,Ropa de Hombre,,,,
caja de dados,dice box,Hogar y Vida,Toys & Hobbies,,,
led smart tv,led smart tv,Computación,Electronics,,,
malla acma,acma mesh,Hogar y Vida,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion,
perfil 70x30x2,profile 70x30x2,Hogar y Vida,,,,
212 carolina herrera,212 carolina herrera,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
notebook en oferta,notebook on sale,Electrónica,,,,
foco solar sodimac,sodimac solar spotlight,Hogar y Vida,,,,
ampolletas led sodimac,sodimac led bulbs,Hogar y Vida,,,,
tinas sodimac,sodimac tubs,Madre y Bebé,,,,
mochila outdoor mujer,women's outdoor backpack,Bolsas de Mujer,Women Bags,Men Bags,Men Bags,
apoyo de hormigon,concrete support,Hogar y Vida,,,,
primera capa mujer,first layer woman,Ropa de Mujer,Women Bags,Men Clothes,Baby & Kids Fashion,
thermos,thermos,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
bases curriculares,curricular bases,Papelería,,,,
organizadores de cocina,kitchen organizers,Hogar y Vida,Home & Living,,,
samsung note 20,samsung note 20,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
micro sd 128gb,micro sd 128gb,Celulares y Gadgets,Computing,Computing,,
adaptador enchufe americano,American plug adapter,Hogar y Vida,Home & Living,Home & Living,,
desbrozadora,brush cutter,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
pastor suizo,Swiss Shepherd,Mascotas,Stationery,Stationery,,
neurobionta,neurobionta,Salud,Health,Health,Health,Health & Wellness
fotocopiadoras,photocopiers,Papelería,,Home & Living,,
redmi note 10,redmi note 10,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
lavavajillas,dishwasher,Electrodomésticos,Home & Living,Home & Living,,
apple watch,apple watch,Joyas y Relojes,,Mobile & Gadgets,,
chaquetas mujer,women's jackets,Ropa de Mujer,Women Clothes,Women Clothes,,
ofertas cyberday,cyberday deals,Others,,,,
plancha osb,osb board,Hogar y Vida,,,,
ceramicas sodimac,Sodimac ceramics,Others,,,,
taladro percutor,hammer drill,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
mesa comedor,dining table,Hogar y Vida,Home & Living,,,
estufas eléctricas,electric stoves,Electrodomésticos,Home & Living,,,
plancha melamina,melamine board,Hogar y Vida,Home Appliances,Home Appliances,Home Appliances,Home Appliances
doo australia,doo australia,Ropa de Mujer,Men Clothes,Men Clothes,Men Clothes,Men's Wear
homecenter antofagasta,home center antofagasta,Others,,,,
zapatos de seguridad mujer sodimac,sodimac women's safety shoes,Others,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
polera manga larga,long sleeve t-shirt,Ropa de Mujer,Women Clothes,,,
congelador,freezer,Electrodomésticos,,Home & Living,,
encimeras,countertops,Hogar y Vida,Home & Living,,,
lavavajillas bosch,bosch dishwasher,Electrodomésticos,Home & Living,Men Clothes,Men Clothes,
arriendo herramientas sodimac,Sodimac tool rental,Others,,,,
taladro inalambrico bosch,bosch cordless drill,Hogar y Vida,Home & Living,Home & Living,,
alfombra infantil,children's rug,Hogar y Vida,Toys & Hobbies,,,
tineta esmalte al agua,water-based enamel tin,Hogar y Vida,,,,
coche paragua,umbrella car,Madre y Bebé,Home & Living,,,
televisor 32 pulgadas,32 inch tv,Electrónica,Computing,,,
camara ip,ip camera,Electrónica,Electronics,Electronics,,
frontline,frontline,Mascotas,,Toys & Hobbies,,
pase de movilidad,mobility pass,Hogar y Vida,,,,
kn95 mascarilla,kn95 mask,Salud,Home & Living,Home & Living,,
parrilla portatil,portable grill,Hogar y Vida,Home & Living,Home & Living,,
bucaneras mujer,buccaneers woman,Calzado de Mujer,Women Clothes,,,
carmex,carmex,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
peluches de sonic,sonic plushies,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
cuchufli,cuchufli,Alimentos y Bebidas,Stationery,Food & Beverages,Food & Beverages,
conejos,rabbits,Mascotas,Pets,Pets,,
adidas superstar,adidas superstar,Calzado de Hombre,Sports & Fitness,Sports & Fitness,,
pala de padel,padel racket,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
flores ropa interior,flowers underwear,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
lavadoras samsung,samsung washing machines,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
my little pony,my little pony,Madre y Bebé,,Toys & Hobbies,,
parlantes para pc,pc speakers,Computación,Electronics,Electronics,,
maquina de churros,churros machine,Electrodomésticos,Home Appliance,Home & Living,,
pergolas de madera,wooden pergolas,Hogar y Vida,Mom & Baby,Hobbies & Collections,Hobbies & Collections,
escort,escort,Accesorios para Vehículos,Vehicle Accessories,,,
lider celulares,cell phone leader,Celulares y Gadgets,,,,
cardigan,cardigan,Ropa de Mujer,Men Clothes,Women Clothes,,
zapatillas hombre nike,nike men's sneakers,Calzado de Hombre,Men Shoes,Men Shoes,Men Shoes,
sodimac estufas a parafina,sodimac paraffin stoves,Others,,,,
polpaico,polpaic,Others,,,,
eufy,eufy,Electrodomésticos,Home & Living,Home Appliance,,
miku,miku,Juguetes y Hobbies,Toys & Hobbies,Jewelry & Watches,,
escort providencia,escort providence,Hogar y Vida,,,,
escort trans,trans escort,Accesorios para Vehículos,,,,
pantalon nieve mujer,women's snow pants,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
camilla portatil,portable stretcher,Salud,Health,,,
pesa huawei,weighs huawei,Salud,Mobile & Gadgets,,,
varikosette salcobrand precio,varikosette salcobrand price,Belleza,,,,
sostén invisible,invisible bra,Ropa de Mujer,Women Clothes,Women Clothes,,
jujutsu kaisen manga,jujutsu kaisen manga,Libros y Revistas,Men Clothes,,,
movistar tv,Movistar TV,Electrónica,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
fletes,freight,Hogar y Vida,Stationery,,,
chile auto,chili car,Accesorios para Vehículos,Automobiles,Automobiles,Automobiles,Automotive
alarmas para casas,alarms for houses,Hogar y Vida,Home Appliances,Home Appliances,Home & Living,
skittles,skittles,Alimentos y Bebidas,Men Clothes,Audio,Audio,
ipad mini 6,iPad mini 6,Computación,Computing,,,
iphone xr 128gb,iphone xr 128gb,Celulares y Gadgets,Mobile & Gadgets,,,
real madrid,real Madrid,Deportes y Fitness,Mobile & Gadgets,Sports & Fitness,,
caja estanca,watertight box,Hogar y Vida,Home Appliances,Home & Living,Home & Living,
lentes de descanso,rest lenses,Accesorios de Moda,Fashion Accessories,,,
oleo 31,oil 31,Hogar y Vida,Men Shoes,,,
cocina fensa 5 platos,5-course Fensa cuisine,Electrodomésticos,,,,
arriendos en maipu,rentals in maipu,Hogar y Vida,,,,
impresora instax,instax printer,Computación,Electronics,,,
parrilla gas,gas grill,Hogar y Vida,Home & Living,,,
xiaomi,xiaomi,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
pistola de agua,water gun,Juguetes y Hobbies,Home & Living,,,
flipper zero chile,flipper zero chile,Videojuegos,,,,
detergente liquido por mayor,wholesale liquid detergent,Hogar y Vida,,,,
cremallera,zipper,Hogar y Vida,Women Bags,Stationery,,
sylvanian families,sylvanian families,Juguetes y Hobbies,Toys & Hobbies,,,
motorhome arriendo,motorhome rental,Hogar y Vida,,,,
barras led,led bars,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
veston hombre,man vest,Ropa de Hombre,Men Shoes,Men Shoes,Men Shoes,
distroller chile,distroller chile,Madre y Bebé,,,,
chile xvideos,chile xvideos,Others,,,,
pilas.recargables,rechargeable.batteries,Electrónica,Home & Living,Automobiles,Automobiles,
the ordinary chile,the ordinary chile,Belleza,,,,
barandas para cama,bed rails,Madre y Bebé,Automobiles,Automobiles,Automobiles,Automotive
sillas gamer baratas,cheap gamer chairs,Videojuegos,,,,
maquina remo,rowing machine,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
vinagre de limpieza,cleaning vinegar,Hogar y Vida,Home & Living,Automobiles,Automobiles,
resma de hojas oficio,ream of legal paper,Papelería,Stationery,Stationery,Stationery,
canaleta legrand,legrand gutter,Electrodomésticos,,,,
alphabet lore,alphabet lore,Others,,Mom & Baby,Mom & Baby,
baterias de auto baratas,cheap car batteries,Accesorios para Vehículos,,,,
parrilla para bicicleta,bike rack,Accesorios para Vehículos,Sports & Fitness,,,
mata cucarachas,kills cockroaches,Hogar y Vida,Home & Living,Home Appliance,,
máquina de mini donas,mini donut machine,Electrodomésticos,Home & Living,,,
carcasa s23 ultra,s23 ultra case,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cuello nike,nike neck,Ropa de Hombre,Men Clothes,,,
repisa para baño,bathroom shelf,Hogar y Vida,Home & Living,,,
el caballero de la armadura oxidada,The knight in rusty armor,Hogar y Vida,,,,
peluche capybara,capybara stuffed animal,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Home & Living,
alfombra por metro,carpet by the meter,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
extintor co2,co2 fire extinguisher,Hogar y Vida,,,,
patines de niña,girl skates,Deportes y Fitness,Toys & Hobbies,,,
vaper sin nicotina,vape without nicotine,Hogar y Vida,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
backwoods,backwoods,Hogar y Vida,Mobile & Gadgets,Men Clothes,,
foco solar con sensor de movimiento,solar spotlight with motion sensor,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
citofono inalambrico,wireless intercom,Hogar y Vida,Home & Living,,,
colo-colo - audax italiano,colo-colo - Italian audax,Others,,,,
autos a pedales para niños,pedal cars for kids,Juguetes y Hobbies,Automobiles,Health,Health,
polera blanca,white t-shirt,Ropa de Mujer,Men Clothes,,,
bharara king,bharara king,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
tinta benefit,benefit ink,Belleza,Stationery,Stationery,Stationery,
cannaxine precio chile,cannaxine price chile,Belleza,,,,
camiseta colo colo 2024,Colo Colo 2024 Shirt,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
invincible comic,invincible comic,Juguetes y Hobbies,Men Clothes,Men Clothes,Men Clothes,Men's Wear
parka azul marino niña,Navy blue parka for girls,Madre y Bebé,Sports & Outdoors,Women Clothes,Women Clothes,
kumara k552,kumara k552,Computación,Computing,,,
cyberday 2024,cyberday 2024,Others,,,,
smart tv 50,smart tv 50,Electrónica,Mobile & Gadgets,,,
cinnamoroll sanrio,cinnamoroll sanrio,Juguetes y Hobbies,Toys & Hobbies,Vehicle Accessories,,
elvive glycolic gloss,elvive glycolic gloss,Belleza,,,,
taca taca usado,used taca taca,Juguetes y Hobbies,,,,
samba adidas,adidas samba,Deportes y Fitness,Men Shoes,Sports & Outdoors,Men Clothes,
peo aleman,german fart,Juguetes y Hobbies,,,,
siksilk,siksilk,Ropa de Hombre,Men Clothes,-,,
retro 4 black cat,retro 4 black cat,Deportes y Fitness,Men Shoes,Men Shoes,,
espumador de leche,milk frother,Hogar y Vida,Home & Living,Home & Living,,
dildor,dildo,Salud,Health,Health,Health,Health & Wellness
moto electrica,electric motorcycle,Accesorios para Vehículos,Vehicle Accessories,Toys & Hobbies,,
casco moto,motorcycle helmet,Accesorios para Vehículos,Sports & Fitness,Vehicle Accessories,,
moledora de carne,meat grinder,Electrodomésticos,Home & Living,,,
guitarra electroacustica,electroacoustic guitar,Juguetes y Hobbies,Toys & Hobbies,,,
oster,oster,Electrodomésticos,Home Appliance,,,
frazadas 2 plazas,2-seater blankets,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
ipad air 4,ipad air 4,Computación,Computing,Computing,,
lanyard,lanyard,Papelería,Stationery,Home & Living,,
motos para niños,motorcycles for kids,Madre y Bebé,Toys & Hobbies,,,
colgadores de ropa,clothes hangers,Hogar y Vida,Home & Living,Home & Living,,
bucaneras,buccaneers,Calzado de Mujer,Women Clothes,,,
toldo retractil,retractable awning,Hogar y Vida,Home & Living,Home & Living,,
chaleco salvavidas niño,child life jacket,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
super nintendo,super nintendo,Videojuegos,,Video Games,,
nezuko chibi,Nezuko chibi,Juguetes y Hobbies,Men Clothes,Hobbies & Collections,Hobbies & Collections,
